Gene	Approved	Suggested.Symbol	cell_type	meta_program	gene_rank	orig_in_10x	suggest_in_10x	Updated_Symbol
LILRA5	TRUE	LILRA5	Macrophages	mac1	8	TRUE	TRUE	NA
S100A4	TRUE	S100A4	Macrophages	mac1	9	TRUE	TRUE	NA
S100A9	TRUE	S100A9	Macrophages	mac1	10	TRUE	TRUE	NA
SERPINA1	TRUE	SERPINA1	Macrophages	mac1	11	TRUE	TRUE	NA
TIMP1	TRUE	TIMP1	Macrophages	mac1	12	TRUE	TRUE	NA
WARS	FALSE	WARS1	Macrophages	mac1	13	TRUE	FALSE	NA
IFITM3	TRUE	IFITM3	Macrophages	mac1	14	TRUE	TRUE	NA
S100A8	TRUE	S100A8	Macrophages	mac1	15	TRUE	TRUE	NA
CORO1A	TRUE	CORO1A	Macrophages	mac1	16	TRUE	TRUE	NA
PLAC8	TRUE	PLAC8	Macrophages	mac1	17	TRUE	TRUE	NA
STXBP2	TRUE	STXBP2	Macrophages	mac1	18	TRUE	TRUE	NA
CFD	TRUE	CFD	Macrophages	mac1	19	TRUE	TRUE	NA
LST1	TRUE	LST1	Macrophages	mac1	20	TRUE	TRUE	NA
CYTIP	TRUE	CYTIP	Macrophages	mac1	21	TRUE	TRUE	NA
RHOC	TRUE	RHOC	Macrophages	mac1	22	TRUE	TRUE	NA
FGR	TRUE	FGR	Macrophages	mac1	23	TRUE	TRUE	NA
TCF7L2	TRUE	TCF7L2	Macrophages	mac1	24	TRUE	TRUE	NA
CLEC12A	TRUE	CLEC12A	Macrophages	mac1	25	TRUE	TRUE	NA
COTL1	TRUE	COTL1	Macrophages	mac1	26	TRUE	TRUE	NA
NAAA	TRUE	NAAA	Macrophages	mac1	27	TRUE	TRUE	NA
POU2F2	TRUE	POU2F2	Macrophages	mac1	28	TRUE	TRUE	NA
ABI3	TRUE	ABI3	Macrophages	mac1	29	TRUE	TRUE	NA
BCL2A1	TRUE	BCL2A1	Macrophages	mac1	30	TRUE	TRUE	NA
CD48	TRUE	CD48	Macrophages	mac1	31	TRUE	TRUE	NA
CDKN1C	TRUE	CDKN1C	Macrophages	mac1	32	TRUE	TRUE	NA
LILRA1	TRUE	LILRA1	Macrophages	mac1	33	TRUE	TRUE	NA
LRRC25	TRUE	LRRC25	Macrophages	mac1	34	TRUE	TRUE	NA
LYST	TRUE	LYST	Macrophages	mac1	35	TRUE	TRUE	NA
MYO1G	TRUE	MYO1G	Macrophages	mac1	36	TRUE	TRUE	NA
RAC2	TRUE	RAC2	Macrophages	mac1	37	TRUE	TRUE	NA
SPN	TRUE	SPN	Macrophages	mac1	38	TRUE	TRUE	NA
CD55	TRUE	CD55	Macrophages	mac1	39	TRUE	TRUE	NA
CRIP1	TRUE	CRIP1	Macrophages	mac1	40	TRUE	TRUE	NA
APOBEC3A	TRUE	APOBEC3A	Macrophages	mac1	41	TRUE	TRUE	NA
HES1	TRUE	HES1	Macrophages	mac1	42	TRUE	TRUE	NA
LTA4H	TRUE	LTA4H	Macrophages	mac1	43	TRUE	TRUE	NA
LY6E	TRUE	LY6E	Macrophages	mac1	44	TRUE	TRUE	NA
MAFB	TRUE	MAFB	Macrophages	mac1	45	TRUE	TRUE	NA
MS4A7	TRUE	MS4A7	Macrophages	mac1	46	TRUE	TRUE	NA
MT2A	TRUE	MT2A	Macrophages	mac1	47	TRUE	TRUE	NA
MTSS1	TRUE	MTSS1	Macrophages	mac1	48	TRUE	TRUE	NA
HCK	TRUE	HCK	Macrophages	mac1	49	TRUE	TRUE	NA
VAMP5	TRUE	VAMP5	Macrophages	mac1	50	TRUE	TRUE	NA
JUN	TRUE	JUN	Macrophages	stress_hsp	1	TRUE	TRUE	NA
DNAJB1	TRUE	DNAJB1	Macrophages	stress_hsp	2	TRUE	TRUE	NA
HSPA1B	TRUE	HSPA1B	Macrophages	stress_hsp	3	TRUE	TRUE	NA
HSPA1A	TRUE	HSPA1A	Macrophages	stress_hsp	4	TRUE	TRUE	NA
FOS	TRUE	FOS	Macrophages	stress_hsp	5	TRUE	TRUE	NA
GADD45B	TRUE	GADD45B	Macrophages	stress_hsp	6	TRUE	TRUE	NA
HSPH1	TRUE	HSPH1	Macrophages	stress_hsp	7	TRUE	TRUE	NA
HSPA6	TRUE	HSPA6	Macrophages	stress_hsp	8	TRUE	TRUE	NA
RGS2	TRUE	RGS2	Macrophages	stress_hsp	9	TRUE	TRUE	NA
HSPB1	TRUE	HSPB1	Macrophages	stress_hsp	10	TRUE	TRUE	NA
IER2	TRUE	IER2	Macrophages	stress_hsp	11	TRUE	TRUE	NA
RHOB	TRUE	RHOB	Macrophages	stress_hsp	12	TRUE	TRUE	NA
ATF3	TRUE	ATF3	Macrophages	stress_hsp	13	TRUE	TRUE	NA
BAG3	TRUE	BAG3	Macrophages	stress_hsp	14	TRUE	TRUE	NA
EGR1	TRUE	EGR1	Macrophages	stress_hsp	15	TRUE	TRUE	NA
HSPD1	TRUE	HSPD1	Macrophages	stress_hsp	16	TRUE	TRUE	NA
HSP90AA1	TRUE	HSP90AA1	Macrophages	stress_hsp	17	TRUE	TRUE	NA
DNAJA4	TRUE	DNAJA4	Macrophages	stress_hsp	18	TRUE	TRUE	NA
FOSB	TRUE	FOSB	Macrophages	stress_hsp	19	TRUE	TRUE	NA
NR4A1	TRUE	NR4A1	Macrophages	stress_hsp	20	TRUE	TRUE	NA
JUNB	TRUE	JUNB	Macrophages	stress_hsp	21	TRUE	TRUE	NA
DNAJA1	TRUE	DNAJA1	Macrophages	stress_hsp	22	TRUE	TRUE	NA
KLF6	TRUE	KLF6	Macrophages	stress_hsp	23	TRUE	TRUE	NA
SGK1	TRUE	SGK1	Macrophages	stress_hsp	24	TRUE	TRUE	NA
DUSP1	TRUE	DUSP1	Macrophages	stress_hsp	25	TRUE	TRUE	NA
IER5	TRUE	IER5	Macrophages	stress_hsp	26	TRUE	TRUE	NA
MAFB	TRUE	MAFB	Macrophages	stress_hsp	27	TRUE	TRUE	NA
RGS1	TRUE	RGS1	Macrophages	stress_hsp	28	TRUE	TRUE	NA
ZFP36L2	TRUE	ZFP36L2	Macrophages	stress_hsp	29	TRUE	TRUE	NA
KLF2	TRUE	KLF2	Macrophages	stress_hsp	30	TRUE	TRUE	NA
HSP90AB1	TRUE	HSP90AB1	Macrophages	stress_hsp	31	TRUE	TRUE	NA
HSPE1	TRUE	HSPE1	Macrophages	stress_hsp	32	TRUE	TRUE	NA
KLF4	TRUE	KLF4	Macrophages	stress_hsp	33	TRUE	TRUE	NA
TSC22D3	TRUE	TSC22D3	Macrophages	stress_hsp	34	TRUE	TRUE	NA
ZFAND2A	TRUE	ZFAND2A	Macrophages	stress_hsp	35	TRUE	TRUE	NA
CCL3	TRUE	CCL3	Macrophages	stress_hsp	36	TRUE	TRUE	NA
HSPA8	TRUE	HSPA8	Macrophages	stress_hsp	37	TRUE	TRUE	NA
CCL4	TRUE	CCL4	Macrophages	stress_hsp	38	TRUE	TRUE	NA
CLK1	TRUE	CLK1	Macrophages	stress_hsp	39	TRUE	TRUE	NA
DDIT4	TRUE	DDIT4	Macrophages	stress_hsp	40	TRUE	TRUE	NA
NR4A2	TRUE	NR4A2	Macrophages	stress_hsp	41	TRUE	TRUE	NA
PPP1R15A	TRUE	PPP1R15A	Macrophages	stress_hsp	42	TRUE	TRUE	NA
UBC	TRUE	UBC	Macrophages	stress_hsp	43	TRUE	TRUE	NA
BTG2	TRUE	BTG2	Macrophages	stress_hsp	44	TRUE	TRUE	NA
CACYBP	TRUE	CACYBP	Macrophages	stress_hsp	45	TRUE	TRUE	NA
CXCR4	TRUE	CXCR4	Macrophages	stress_hsp	46	TRUE	TRUE	NA
ZFP36	TRUE	ZFP36	Macrophages	stress_hsp	47	TRUE	TRUE	NA
MALAT1	TRUE	MALAT1	Macrophages	stress_hsp	48	TRUE	TRUE	NA
FKBP4	TRUE	FKBP4	Macrophages	stress_hsp	49	TRUE	TRUE	NA
PMAIP1	TRUE	PMAIP1	Macrophages	stress_hsp	50	TRUE	TRUE	NA
FABP4	TRUE	FABP4	Macrophages	mac2	1	TRUE	TRUE	NA
MARCO	TRUE	MARCO	Macrophages	mac2	2	TRUE	TRUE	NA
RBP4	TRUE	RBP4	Macrophages	mac2	3	TRUE	TRUE	NA
PCOLCE2	TRUE	PCOLCE2	Macrophages	mac2	4	TRUE	TRUE	NA
INHBA	TRUE	INHBA	Macrophages	mac2	5	TRUE	TRUE	NA
CES1	TRUE	CES1	Macrophages	mac2	6	TRUE	TRUE	NA
CCL18	TRUE	CCL18	Macrophages	mac2	7	TRUE	TRUE	NA
CD52	TRUE	CD52	Macrophages	mac2	8	TRUE	TRUE	NA
FN1	TRUE	FN1	Macrophages	mac2	9	TRUE	TRUE	NA
GCHFR	TRUE	GCHFR	Macrophages	mac2	10	TRUE	TRUE	NA
LPL	TRUE	LPL	Macrophages	mac2	11	TRUE	TRUE	NA
MCEMP1	TRUE	MCEMP1	Macrophages	mac2	12	TRUE	TRUE	NA
PHLDA3	TRUE	PHLDA3	Macrophages	mac2	13	TRUE	TRUE	NA
PPARG	TRUE	PPARG	Macrophages	mac2	14	TRUE	TRUE	NA
IFI27	TRUE	IFI27	Macrophages	mac2	15	TRUE	TRUE	NA
NUPR1	TRUE	NUPR1	Macrophages	mac2	16	TRUE	TRUE	NA
S100A13	TRUE	S100A13	Macrophages	mac2	17	TRUE	TRUE	NA
SERPING1	TRUE	SERPING1	Macrophages	mac2	18	TRUE	TRUE	NA
ALDH2	TRUE	ALDH2	Macrophages	mac2	19	TRUE	TRUE	NA
GYPC	TRUE	GYPC	Macrophages	mac2	20	TRUE	TRUE	NA
LGALS3BP	TRUE	LGALS3BP	Macrophages	mac2	21	TRUE	TRUE	NA
SCD	TRUE	SCD	Macrophages	mac2	22	TRUE	TRUE	NA
ACOT7	TRUE	ACOT7	Macrophages	mac2	23	TRUE	TRUE	NA
CYP27A1	TRUE	CYP27A1	Macrophages	mac2	24	TRUE	TRUE	NA
LTA4H	TRUE	LTA4H	Macrophages	mac2	25	TRUE	TRUE	NA
NMB	TRUE	NMB	Macrophages	mac2	26	TRUE	TRUE	NA
PDLIM1	TRUE	PDLIM1	Macrophages	mac2	27	TRUE	TRUE	NA
AQP3	TRUE	AQP3	Macrophages	mac2	28	TRUE	TRUE	NA
FBP1	TRUE	FBP1	Macrophages	mac2	29	TRUE	TRUE	NA
MGST1	TRUE	MGST1	Macrophages	mac2	30	TRUE	TRUE	NA
PPIC	TRUE	PPIC	Macrophages	mac2	31	TRUE	TRUE	NA
RETN	TRUE	RETN	Macrophages	mac2	32	TRUE	TRUE	NA
RP5-839B4.8	FALSE	NA	Macrophages	mac2	33	FALSE	FALSE	NA
VMO1	TRUE	VMO1	Macrophages	mac2	34	TRUE	TRUE	NA
ALOX5AP	TRUE	ALOX5AP	Macrophages	mac2	35	TRUE	TRUE	NA
GPD1	TRUE	GPD1	Macrophages	mac2	36	TRUE	TRUE	NA
SERPINA1	TRUE	SERPINA1	Macrophages	mac2	37	TRUE	TRUE	NA
TCF7L2	TRUE	TCF7L2	Macrophages	mac2	38	TRUE	TRUE	NA
FAM89A	TRUE	FAM89A	Macrophages	mac2	39	TRUE	TRUE	NA
FHL1	TRUE	FHL1	Macrophages	mac2	40	TRUE	TRUE	NA
IGFBP2	TRUE	IGFBP2	Macrophages	mac2	41	TRUE	TRUE	NA
PLA2G16	FALSE	PLAAT3	Macrophages	mac2	42	TRUE	FALSE	NA
RND3	TRUE	RND3	Macrophages	mac2	43	TRUE	TRUE	NA
STXBP2	TRUE	STXBP2	Macrophages	mac2	44	TRUE	TRUE	NA
TGM2	TRUE	TGM2	Macrophages	mac2	45	TRUE	TRUE	NA
TREM1	TRUE	TREM1	Macrophages	mac2	46	TRUE	TRUE	NA
AGRP	TRUE	AGRP	Macrophages	mac2	47	TRUE	TRUE	NA
AKR1C3	TRUE	AKR1C3	Macrophages	mac2	48	TRUE	TRUE	NA
UBASH3B	TRUE	UBASH3B	Macrophages	mac2	49	TRUE	TRUE	NA
HDDC2	TRUE	HDDC2	Macrophages	mac2	50	TRUE	TRUE	NA
NME1	TRUE	NME1	Macrophages	proteasomal_degradation	1	TRUE	TRUE	NA
FABP5	TRUE	FABP5	Macrophages	proteasomal_degradation	2	TRUE	TRUE	NA
HSPA5	TRUE	HSPA5	Macrophages	proteasomal_degradation	3	TRUE	TRUE	NA
CCT5	TRUE	CCT5	Macrophages	proteasomal_degradation	4	TRUE	TRUE	NA
MANF	TRUE	MANF	Macrophages	proteasomal_degradation	5	TRUE	TRUE	NA
SDF2L1	TRUE	SDF2L1	Macrophages	proteasomal_degradation	6	TRUE	TRUE	NA
PRDX1	TRUE	PRDX1	Macrophages	proteasomal_degradation	7	TRUE	TRUE	NA
PSMA4	TRUE	PSMA4	Macrophages	proteasomal_degradation	8	TRUE	TRUE	NA
SPP1	TRUE	SPP1	Macrophages	proteasomal_degradation	9	TRUE	TRUE	NA
ATP6V0D1	TRUE	ATP6V0D1	Macrophages	proteasomal_degradation	10	TRUE	TRUE	NA
FBP1	TRUE	FBP1	Macrophages	proteasomal_degradation	11	TRUE	TRUE	NA
MDH1	TRUE	MDH1	Macrophages	proteasomal_degradation	12	TRUE	TRUE	NA
VSIG4	TRUE	VSIG4	Macrophages	proteasomal_degradation	13	TRUE	TRUE	NA
CALR	TRUE	CALR	Macrophages	proteasomal_degradation	14	TRUE	TRUE	NA
MYDGF	TRUE	MYDGF	Macrophages	proteasomal_degradation	15	TRUE	TRUE	NA
PDIA6	TRUE	PDIA6	Macrophages	proteasomal_degradation	16	TRUE	TRUE	NA
PSMD8	TRUE	PSMD8	Macrophages	proteasomal_degradation	17	TRUE	TRUE	NA
SLC3A2	TRUE	SLC3A2	Macrophages	proteasomal_degradation	18	TRUE	TRUE	NA
TREM2	TRUE	TREM2	Macrophages	proteasomal_degradation	19	TRUE	TRUE	NA
LGALS3	TRUE	LGALS3	Macrophages	proteasomal_degradation	20	TRUE	TRUE	NA
LRPAP1	TRUE	LRPAP1	Macrophages	proteasomal_degradation	21	TRUE	TRUE	NA
MARCO	TRUE	MARCO	Macrophages	proteasomal_degradation	22	TRUE	TRUE	NA
PSMA3	TRUE	PSMA3	Macrophages	proteasomal_degradation	23	TRUE	TRUE	NA
PSMD7	TRUE	PSMD7	Macrophages	proteasomal_degradation	24	TRUE	TRUE	NA
PSME2	TRUE	PSME2	Macrophages	proteasomal_degradation	25	TRUE	TRUE	NA
S100A8	TRUE	S100A8	Macrophages	proteasomal_degradation	26	TRUE	TRUE	NA
CTSL	TRUE	CTSL	Macrophages	proteasomal_degradation	27	TRUE	TRUE	NA
CYP27A1	TRUE	CYP27A1	Macrophages	proteasomal_degradation	28	TRUE	TRUE	NA
GCHFR	TRUE	GCHFR	Macrophages	proteasomal_degradation	29	TRUE	TRUE	NA
MNDA	TRUE	MNDA	Macrophages	proteasomal_degradation	30	TRUE	TRUE	NA
PSMB6	TRUE	PSMB6	Macrophages	proteasomal_degradation	31	TRUE	TRUE	NA
TUBA1B	TRUE	TUBA1B	Macrophages	proteasomal_degradation	32	TRUE	TRUE	NA
DNASE2	TRUE	DNASE2	Macrophages	proteasomal_degradation	33	TRUE	TRUE	NA
FCGR1A	TRUE	FCGR1A	Macrophages	proteasomal_degradation	34	TRUE	TRUE	NA
HM13	TRUE	HM13	Macrophages	proteasomal_degradation	35	TRUE	TRUE	NA
LTA4H	TRUE	LTA4H	Macrophages	proteasomal_degradation	36	TRUE	TRUE	NA
MGST3	TRUE	MGST3	Macrophages	proteasomal_degradation	37	TRUE	TRUE	NA
PSMA5	TRUE	PSMA5	Macrophages	proteasomal_degradation	38	TRUE	TRUE	NA
PSMC2	TRUE	PSMC2	Macrophages	proteasomal_degradation	39	TRUE	TRUE	NA
PSMC3	TRUE	PSMC3	Macrophages	proteasomal_degradation	40	TRUE	TRUE	NA
RENBP	TRUE	RENBP	Macrophages	proteasomal_degradation	41	TRUE	TRUE	NA
PLA2G7	TRUE	PLA2G7	Macrophages	proteasomal_degradation	42	TRUE	TRUE	NA
CCL2	TRUE	CCL2	Macrophages	proteasomal_degradation	43	TRUE	TRUE	NA
FPR1	TRUE	FPR1	Macrophages	proteasomal_degradation	44	TRUE	TRUE	NA
S100A9	TRUE	S100A9	Macrophages	proteasomal_degradation	45	TRUE	TRUE	NA
GLIPR2	TRUE	GLIPR2	Macrophages	proteasomal_degradation	46	TRUE	TRUE	NA
NAGK	TRUE	NAGK	Macrophages	proteasomal_degradation	47	TRUE	TRUE	NA
TUBA1A	TRUE	TUBA1A	Macrophages	proteasomal_degradation	48	TRUE	TRUE	NA
HSP90B1	TRUE	HSP90B1	Macrophages	proteasomal_degradation	49	TRUE	TRUE	NA
CD9	TRUE	CD9	Macrophages	proteasomal_degradation	50	TRUE	TRUE	NA
C3	TRUE	C3	Macrophages	mac3	1	TRUE	TRUE	NA
OLFML3	TRUE	OLFML3	Macrophages	mac3	2	TRUE	TRUE	NA
C1QC	TRUE	C1QC	Macrophages	mac3	3	TRUE	TRUE	NA
C1QB	TRUE	C1QB	Macrophages	mac3	4	TRUE	TRUE	NA
PLD4	TRUE	PLD4	Macrophages	mac3	5	TRUE	TRUE	NA
FCGBP	TRUE	FCGBP	Macrophages	mac3	6	TRUE	TRUE	NA
GPR34	TRUE	GPR34	Macrophages	mac3	7	TRUE	TRUE	NA
LPAR6	TRUE	LPAR6	Macrophages	mac3	8	TRUE	TRUE	NA
CCL3	TRUE	CCL3	Macrophages	mac3	9	TRUE	TRUE	NA
CCL4	TRUE	CCL4	Macrophages	mac3	10	TRUE	TRUE	NA
C1QA	TRUE	C1QA	Macrophages	mac3	11	TRUE	TRUE	NA
LTC4S	TRUE	LTC4S	Macrophages	mac3	12	TRUE	TRUE	NA
RGS1	TRUE	RGS1	Macrophages	mac3	13	TRUE	TRUE	NA
ALOX5AP	TRUE	ALOX5AP	Macrophages	mac3	14	TRUE	TRUE	NA
AXL	TRUE	AXL	Macrophages	mac3	15	TRUE	TRUE	NA
CCL4L2	TRUE	CCL4L2	Macrophages	mac3	16	TRUE	TRUE	NA
GIMAP4	TRUE	GIMAP4	Macrophages	mac3	17	TRUE	TRUE	NA
CCL3L3	TRUE	CCL3L3	Macrophages	mac3	18	FALSE	FALSE	NA
FCGR3A	TRUE	FCGR3A	Macrophages	mac3	19	TRUE	TRUE	NA
TREM2	TRUE	TREM2	Macrophages	mac3	20	TRUE	TRUE	NA
YWHAH	TRUE	YWHAH	Macrophages	mac3	21	TRUE	TRUE	NA
HTRA1	TRUE	HTRA1	Macrophages	mac3	22	TRUE	TRUE	NA
USP53	TRUE	USP53	Macrophages	mac3	23	TRUE	TRUE	NA
CX3CR1	TRUE	CX3CR1	Macrophages	mac3	24	TRUE	TRUE	NA
CXCR4	TRUE	CXCR4	Macrophages	mac3	25	TRUE	TRUE	NA
BTG2	TRUE	BTG2	Macrophages	mac3	26	TRUE	TRUE	NA
CD14	TRUE	CD14	Macrophages	mac3	27	TRUE	TRUE	NA
CD69	TRUE	CD69	Macrophages	mac3	28	TRUE	TRUE	NA
CD9	TRUE	CD9	Macrophages	mac3	29	TRUE	TRUE	NA
CSF1R	TRUE	CSF1R	Macrophages	mac3	30	TRUE	TRUE	NA
HERPUD1	TRUE	HERPUD1	Macrophages	mac3	31	TRUE	TRUE	NA
HLA-DQA1	TRUE	HLA-DQA1	Macrophages	mac3	32	TRUE	TRUE	NA
IL1B	TRUE	IL1B	Macrophages	mac3	33	TRUE	TRUE	NA
MEF2C	TRUE	MEF2C	Macrophages	mac3	34	TRUE	TRUE	NA
SLCO2B1	TRUE	SLCO2B1	Macrophages	mac3	35	TRUE	TRUE	NA
ABI3	TRUE	ABI3	Macrophages	mac3	36	TRUE	TRUE	NA
ADAM28	TRUE	ADAM28	Macrophages	mac3	37	TRUE	TRUE	NA
VSIR	FALSE	VSIR	Macrophages	mac3	38	FALSE	TRUE	VSIR
CD93	TRUE	CD93	Macrophages	mac3	39	TRUE	TRUE	NA
EPB41L2	TRUE	EPB41L2	Macrophages	mac3	40	TRUE	TRUE	NA
ETV5	TRUE	ETV5	Macrophages	mac3	41	TRUE	TRUE	NA
IFI44L	TRUE	IFI44L	Macrophages	mac3	42	TRUE	TRUE	NA
IFNGR1	TRUE	IFNGR1	Macrophages	mac3	43	TRUE	TRUE	NA
RB1	TRUE	RB1	Macrophages	mac3	44	TRUE	TRUE	NA
ENTPD1	TRUE	ENTPD1	Macrophages	mac3	45	TRUE	TRUE	NA
STAB1	TRUE	STAB1	Macrophages	mac3	46	TRUE	TRUE	NA
A2M	TRUE	A2M	Macrophages	mac3	47	TRUE	TRUE	NA
MARCKS	TRUE	MARCKS	Macrophages	mac3	48	TRUE	TRUE	NA
MAFB	TRUE	MAFB	Macrophages	mac3	49	TRUE	TRUE	NA
CALHM6	FALSE	CALHM6	Macrophages	mac3	50	FALSE	TRUE	CALHM6
NME1	TRUE	NME1	Macrophages	myc_mitochondria	1	TRUE	TRUE	NA
NHP2	TRUE	NHP2	Macrophages	myc_mitochondria	2	TRUE	TRUE	NA
C1QBP	TRUE	C1QBP	Macrophages	myc_mitochondria	3	TRUE	TRUE	NA
PHB	TRUE	PHB	Macrophages	myc_mitochondria	4	TRUE	TRUE	NA
SDF2L1	TRUE	SDF2L1	Macrophages	myc_mitochondria	5	TRUE	TRUE	NA
DCTPP1	TRUE	DCTPP1	Macrophages	myc_mitochondria	6	TRUE	TRUE	NA
SRM	TRUE	SRM	Macrophages	myc_mitochondria	7	TRUE	TRUE	NA
CCT2	TRUE	CCT2	Macrophages	myc_mitochondria	8	TRUE	TRUE	NA
CORO1A	TRUE	CORO1A	Macrophages	myc_mitochondria	9	TRUE	TRUE	NA
FABP5	TRUE	FABP5	Macrophages	myc_mitochondria	10	TRUE	TRUE	NA
MRPL12	TRUE	MRPL12	Macrophages	myc_mitochondria	11	TRUE	TRUE	NA
PA2G4	TRUE	PA2G4	Macrophages	myc_mitochondria	12	TRUE	TRUE	NA
SPP1	TRUE	SPP1	Macrophages	myc_mitochondria	13	TRUE	TRUE	NA
APEX1	TRUE	APEX1	Macrophages	myc_mitochondria	14	TRUE	TRUE	NA
RANBP1	TRUE	RANBP1	Macrophages	myc_mitochondria	15	TRUE	TRUE	NA
ATP5MC1	TRUE	ATP5MC1	Macrophages	myc_mitochondria	16	TRUE	TRUE	NA
CCT5	TRUE	CCT5	Macrophages	myc_mitochondria	17	TRUE	TRUE	NA
CCT6A	TRUE	CCT6A	Macrophages	myc_mitochondria	18	TRUE	TRUE	NA
EBNA1BP2	TRUE	EBNA1BP2	Macrophages	myc_mitochondria	19	TRUE	TRUE	NA
EIF5A	TRUE	EIF5A	Macrophages	myc_mitochondria	20	TRUE	TRUE	NA
MRPL3	TRUE	MRPL3	Macrophages	myc_mitochondria	21	TRUE	TRUE	NA
NOP16	TRUE	NOP16	Macrophages	myc_mitochondria	22	TRUE	TRUE	NA
PPA1	TRUE	PPA1	Macrophages	myc_mitochondria	23	TRUE	TRUE	NA
TIMM13	TRUE	TIMM13	Macrophages	myc_mitochondria	24	TRUE	TRUE	NA
TOMM40	TRUE	TOMM40	Macrophages	myc_mitochondria	25	TRUE	TRUE	NA
ALOX5AP	TRUE	ALOX5AP	Macrophages	myc_mitochondria	26	TRUE	TRUE	NA
BOLA3	TRUE	BOLA3	Macrophages	myc_mitochondria	27	TRUE	TRUE	NA
HSPA5	TRUE	HSPA5	Macrophages	myc_mitochondria	28	TRUE	TRUE	NA
HSPD1	TRUE	HSPD1	Macrophages	myc_mitochondria	29	TRUE	TRUE	NA
LDHB	TRUE	LDHB	Macrophages	myc_mitochondria	30	TRUE	TRUE	NA
MRPS12	TRUE	MRPS12	Macrophages	myc_mitochondria	31	TRUE	TRUE	NA
MRPS34	TRUE	MRPS34	Macrophages	myc_mitochondria	32	TRUE	TRUE	NA
RRP7A	TRUE	RRP7A	Macrophages	myc_mitochondria	33	TRUE	TRUE	NA
C20orf27	FALSE	C20orf27	Macrophages	myc_mitochondria	34	FALSE	TRUE	C20orf27
CCT3	TRUE	CCT3	Macrophages	myc_mitochondria	35	TRUE	TRUE	NA
CLEC5A	TRUE	CLEC5A	Macrophages	myc_mitochondria	36	TRUE	TRUE	NA
CYC1	TRUE	CYC1	Macrophages	myc_mitochondria	37	TRUE	TRUE	NA
GGCT	TRUE	GGCT	Macrophages	myc_mitochondria	38	TRUE	TRUE	NA
KCNN4	TRUE	KCNN4	Macrophages	myc_mitochondria	39	TRUE	TRUE	NA
MANF	TRUE	MANF	Macrophages	myc_mitochondria	40	TRUE	TRUE	NA
MRPL4	TRUE	MRPL4	Macrophages	myc_mitochondria	41	TRUE	TRUE	NA
MRPL52	TRUE	MRPL52	Macrophages	myc_mitochondria	42	TRUE	TRUE	NA
PPP1R14B	TRUE	PPP1R14B	Macrophages	myc_mitochondria	43	TRUE	TRUE	NA
PSMC4	TRUE	PSMC4	Macrophages	myc_mitochondria	44	TRUE	TRUE	NA
SNRPD1	TRUE	SNRPD1	Macrophages	myc_mitochondria	45	TRUE	TRUE	NA
ISOC2	TRUE	ISOC2	Macrophages	myc_mitochondria	46	TRUE	TRUE	NA
CCDC85B	TRUE	CCDC85B	Macrophages	myc_mitochondria	47	TRUE	TRUE	NA
PDCD5	TRUE	PDCD5	Macrophages	myc_mitochondria	48	TRUE	TRUE	NA
HNRNPAB	TRUE	HNRNPAB	Macrophages	myc_mitochondria	49	TRUE	TRUE	NA
PRMT1	TRUE	PRMT1	Macrophages	myc_mitochondria	50	TRUE	TRUE	NA
HSPA5	TRUE	HSPA5	Macrophages	unfolded_protein_response	1	TRUE	TRUE	NA
MANF	TRUE	MANF	Macrophages	unfolded_protein_response	2	TRUE	TRUE	NA
HSP90B1	TRUE	HSP90B1	Macrophages	unfolded_protein_response	3	TRUE	TRUE	NA
SDF2L1	TRUE	SDF2L1	Macrophages	unfolded_protein_response	4	TRUE	TRUE	NA
OSTC	TRUE	OSTC	Macrophages	unfolded_protein_response	5	TRUE	TRUE	NA
PDIA4	TRUE	PDIA4	Macrophages	unfolded_protein_response	6	TRUE	TRUE	NA
PDIA6	TRUE	PDIA6	Macrophages	unfolded_protein_response	7	TRUE	TRUE	NA
SPCS2	TRUE	SPCS2	Macrophages	unfolded_protein_response	8	TRUE	TRUE	NA
CRELD2	TRUE	CRELD2	Macrophages	unfolded_protein_response	9	TRUE	TRUE	NA
DNAJB9	TRUE	DNAJB9	Macrophages	unfolded_protein_response	10	TRUE	TRUE	NA
TMED2	TRUE	TMED2	Macrophages	unfolded_protein_response	11	TRUE	TRUE	NA
TRAM1	TRUE	TRAM1	Macrophages	unfolded_protein_response	12	TRUE	TRUE	NA
SELENOS	FALSE	SELENOS	Macrophages	unfolded_protein_response	13	FALSE	TRUE	SELENOS
HM13	TRUE	HM13	Macrophages	unfolded_protein_response	14	TRUE	TRUE	NA
LMAN1	TRUE	LMAN1	Macrophages	unfolded_protein_response	15	TRUE	TRUE	NA
NDRG1	TRUE	NDRG1	Macrophages	unfolded_protein_response	16	TRUE	TRUE	NA
NUCB2	TRUE	NUCB2	Macrophages	unfolded_protein_response	17	TRUE	TRUE	NA
PDIA3	TRUE	PDIA3	Macrophages	unfolded_protein_response	18	TRUE	TRUE	NA
SEC11C	TRUE	SEC11C	Macrophages	unfolded_protein_response	19	TRUE	TRUE	NA
SELENOM	FALSE	SELENOM	Macrophages	unfolded_protein_response	20	FALSE	TRUE	SELENOM
SNHG12	TRUE	SNHG12	Macrophages	unfolded_protein_response	21	TRUE	TRUE	NA
TMEM45A	TRUE	TMEM45A	Macrophages	unfolded_protein_response	22	TRUE	TRUE	NA
ADM	TRUE	ADM	Macrophages	unfolded_protein_response	23	TRUE	TRUE	NA
